0,62108784.4928799,31354.1885405352,6199.24163188855,64601130.6,28771.6,6192.2
0.01,56041039.0690769,27812.2548405157,6069.84812099521,56514173.943304,27781.1674981099,6069.84812099521
0.02,63549019.0069209,22919.9725774431,4727.79810373608,59474863.8292821,26856.6549928287,4725.16785565829
0.03,59427199.4170643,21995.5382360303,4257.92258787322,62762915.5948925,25991.6933062232,4257.92258787322
0.04,54141548.3884266,26424.7749212694,3468.70889067224,53148640.7067178,25180.7081771862,3554.87867877005
0.05,61435565.1323119,21679.8852144916,348.538384645039,56452224.4,12209.4,0
0.06,62166425.9326529,16180.9762521192,1.25941193658143,55491827.3759938,12264.2175218859,0
0.07,62344882.3659171,15571.6015823336,0.000150778209153063,68204451.6888625,12319.5295010205,0
0.08,62447648.8586549,15371.1989318863,0.00514805099545343,67082300.493541,12375.3426577627,0
0.09,62293852.6456811,15903.6243879917,7.86839937544366,65996476.5738331,12431.663834811,0
0.1,61805770.0664,21346.7931345257,352.515880465198,64945244,12488.5,0
0.11,62327270.4791308,15741.992999897,5.94317788158824,63438164.6338598,12492.7143037637,0
0.12,62147227.7400886,15091.0137767883,0.0292038585990361,61999443.6967644,12496.9314527612,0
0.13,61977290.0181487,15057.2257228926,0.0304830940798102,60624533.4039878,12501.1514498749,0
0.14,61625401.6366275,15625.3562228128,7.3805329217517,59309280.6286193,12505.3742979911,0
0.15,60910379.1649998,21151.1002183172,396.545662089345,58049885,12509.6,0
0.16,61266841.0600908,15567.0370318554,5.89357686519825,60048917.2436703,12489.06605729,0
0.17,61315816.4820962,14898.1480622875,0.0301363652480432,62190538.9294175,12468.5994151859,0
0.18,61541767.5521285,14909.0512103843,0.140561571320898,64490570.4804736,12448.1997433594,0
0.19,61285708.8731338,15554.0144288353,10.4613341549977,53573810.0692105,12427.8667136406,0
0.2,60330722.3221968,21103.5155266521,400.948399021803,55713425.2,12407.6,0
0.21,61068344.0234377,15531.2401791012,6.59943931870257,54675417.8685832,12394.3234164756,0
0.22,61144407.140742,14975.7019687046,0.0826673515444257,67094227.1372125,12381.075215436,0
0.23,61190491.8464042,15047.3850668254,0.0511275189753624,65889088.2774231,12367.8553059649,0
0.24,61023856.5977723,15758.0638332749,7.21822487770437,64726478.6461315,12354.6635975337,0
0.25,60516945.9825124,21395.3553917162,349.577857659779,63604186,12341.5,0
0.26,59915360.7332883,16409.2014435118,6.21935754730429,61843889.1303544,13156.8238639954,0
