0,4748226.01896856,5433.76090196817,1593.53436568945,0,0,0
0.01,5249601.92147464,5548.10372535618,555.247510130969,4797615.16579109,4132.67307311658,0
0.02,11422277.031576,11625.051972016,686.41141239499,11203846.0824231,10442.9693275601,0
0.03,20373533.876072,22290.2878501283,1196.93245508456,20190685.8044098,21267.7441428486,0
0.04,33503812.8395206,44586.3071126758,2538.90705289303,33710725.4571642,44149.6437759788,0
0.05,50250338.5047632,111949.843613582,6610.1161837023,56350833,124554,0
0.06,52130235.0435417,115294.888418333,5207.34868592844,56252333.4854166,123826.386048805,0
0.07,52691740.9437199,116081.359642037,4288.95762674652,56154177.7181883,123107.223809641,0
0.08,52616447.9748467,115465.180996959,4342.10428718131,56056363.9020155,122396.366874574,0
0.09,51648901.7762845,112974.666715824,4817.0331532384,55958890.2530927,121693.672197863,0
0.1,49500981.3725267,108584.580294677,6806.91797288155,55861755,120999,0
0.11,51752700.2931893,112668.333381379,4840.82394719708,55867887.1062611,120974.179651248,0
0.12,52392847.8376846,113895.541748654,4275.38850058195,55874020.5589481,120949.369483132,0
0.13,52573805.9349418,114088.62647416,4465.78391301664,55880155.3585044,120924.56948939,0
0.14,51826980.2467999,112413.793554785,5473.75579507817,55886291.5053737,120899.779663763,0
0.15,49942092.046735,108596.610875294,6978.3993066051,55892429,120875,0
0.16,52054042.7495866,112754.916781255,5161.8853375374,55913214.8337635,120874.799998676,0
0.17,52770629.2843597,114232.361188171,4255.75290445143,55934016.1333647,120874.599998014,0
0.18,52792588.9968608,114235.370609759,4351.81596101483,55954832.9160714,120874.399998014,0
0.19,51894155.7484199,112327.32402782,5233.2015704787,55975665.1991768,120874.199998676,0
0.2,50047272.7428273,108659.476494772,7008.63758183874,55996513,120874,0
0.21,52167516.3866362,112876.432938947,5185.19979469003,56004891.3825924,120905.167819846,0
0.22,52873741.282359,114366.793864063,4265.01420900343,56013272.2727623,120936.351717319,0
0.23,52858878.2823512,114320.77100959,4350.70813175818,56021655.6716357,120967.551704863,0
0.24,51947123.839095,112399.018196762,5202.45070236986,56030041.5803392,120998.767794934,0
0.25,50070697.4104669,108699.184811772,6959.05637274963,56038430,121030,0
0.26,52011483.8497502,112534.586506861,5151.14959100786,56029208.3339353,121022.398090572,0
0.27,52821357.6275407,114255.936773961,4231.44777999482,56019989.7024,121014.797136038,0
0.28,52894076.0695201,114407.337023303,4360.11987400996,56010774.1038966,121007.197136218,0
0.29,52187471.7941408,112963.138760951,5208.8009416282,56001561.5369285,120999.598090932,0
0.3,50437076.1535078,109567.113249072,6991.36473093269,55992352,120992,0
0.31,52405592.330837,113428.643411504,5188.74208356017,55976675.4633988,120915.205525763,0
0.32,53000085.8761818,114647.005283356,4305.46518153253,55961007.7024609,120838.508473678,0
0.33,53004883.3650271,114640.616954585,4402.63742282975,55945348.7098195,120761.908658477,0
0.34,52168253.8933891,112885.853742411,5236.16133837316,55929698.478116,120685.405895362,0
0.35,50343461.0000407,109290.972448997,6990.40101206505,55914057,120609,0
0.36,52361342.5553397,113264.176444137,5189.13848876516,55937859.7991428,120660.910476175,0
0.37,53032086.2153224,114672.678062405,4289.66654235814,55961682.8727773,120712.86565644,0
0.38,53038623.2676656,114665.914604449,4379.38313687927,55985526.2468182,120764.865598569,0
0.39,52240038.4777252,112995.654483835,5170.80759210699,56009389.9472247,120816.910360431,0
0.4,50443345.9722066,109467.227089238,6970.11625604705,56033274,120869,0
0.41,52433789.8038657,113478.539665814,5458.26478695842,56029846.1614124,120881.195076325,0
0.42,52953875.7080287,114684.310166267,4495.07589497712,56026418.7421955,120893.392613742,0
0.43,52883386.1505694,114630.416874596,4467.74188925763,56022991.7422724,120905.592612996,0
0.44,52028609.8176097,112928.86331721,4937.38759270928,56019565.1615662,120917.795074834,0
0.45,50011757.0416348,109351.244122183,6847.9563333761,56016139,120930,0
0.46,52215288.9425111,113343.505695526,4831.89096147484,56006500.7710843,120904.778977267,0
0.47,52828573.0544652,114531.696842369,4336.67304981305,55996865.8583371,120879.568472476,0
0.48,52941334.866447,114637.256962431,4525.63851131073,55987234.260047,120854.368479049,0
0.49,52212921.5097796,113070.312254003,5534.18329216039,55977605.9745043,120829.178990412,0
0.5,50391117.4241984,109426.172814794,6986.17559850431,55967981,120804,0
0.51,52379961.1043056,113339.444179152,5176.35917621425,55968839.7472918,120789.993507139,0
0.52,52952444.8608626,114554.995022949,4328.00548205784,55969698.5209366,120775.990261837,0
0.53,52998351.9347257,114635.384000703,4389.84059805778,55970557.3209354,120761.990262966,0
0.54,52178012.7888376,112919.293839274,5202.36179188301,55971416.1472894,120747.993509396,0
0.55,50378755.1448604,109375.880399528,6968.69358711014,55972275,120734,0
0.56,52378689.8322504,113349.667052545,5208.01857275629,55981825.6769327,120776.938828511,0
0.57,52997934.2437935,114670.590207771,4304.66611058873,55991379.6137292,120819.908210122,0
0.58,53012406.8785255,114700.167428669,4424.11034072341,56000936.8120587,120862.908177454,0
0.59,52200681.4478224,113020.116762802,5277.11064958629,56010497.2735918,120905.938763175,0
0.6,50378473.8257548,109467.688350789,7041.56683049587,56020061,120949,0
0.61,52394292.5193557,113424.650256192,5220.74669823922,56024672.8807977,120958.796824814,0
0.62,53008839.2618581,114709.479216902,4351.24307266161,56029285.521009,120968.595236836,0
0.63,53071803.3366384,114823.643667367,4436.11070649592,56033898.9208213,120978.39523645,0
0.64,52283463.7679221,113170.852421036,5266.40661880786,56038513.0804224,120988.196824043,0
0.65,50482424.3263766,109627.503580024,7009.14399493493,56043128,120998,0
0.66,52475516.7678451,113560.194555021,5216.91731866941,56043176.1998342,120979.188308574,0
0.67,53083415.8727301,114832.0432838,4310.56439253572,56043224.3997513,120960.382465587,0
0.68,53079403.6862406,114807.480533422,4404.65390312268,56043272.5997513,120941.582468312,0
0.69,52242705.4038558,113055.342107938,5224.86440240302,56043320.7998342,120922.788314024,0
0.7,50428100.6867862,109470.957169104,6995.68438156387,56043369,120904,0
0.71,52278926.0403897,113291.068669566,5534.97360306219,56035896.0162484,120918.99255977,0
0.72,52881829.6825667,114598.113142214,4571.94680417619,56028425.0251693,120933.988838271,0
0.73,52921172.964816,114721.85106141,4534.94560471728,56020956.0259657,120948.988836886,0
0.74,52194365.4641421,113209.310298493,4945.34825038921,56013489.0178413,120963.992557001,0
0.75,50492544.163299,110007.58302489,6885.41895784637,56006024,120979,0
0.76,52432953.9856105,113675.71863886,4803.79968885069,56006967.5364125,120988.197202349,0
0.77,53008444.0125667,114855.208507932,4388.14302156481,56007911.1046171,120997.395803204,0
0.78,53171706.7856515,115076.201891448,4504.85524949343,56008854.7046155,121006.595802885,0
0.79,52505939.2924156,113625.725044431,5530.62287173456,56009798.3364093,121015.797201711,0
0.8,50960706.0640133,110281.242230916,7035.34992544407,56010742,121025,0
0.81,52651305.1999904,113863.229182009,5167.82010594903,56005243.2415229,121001.381577533,0
0.82,53294394.7553884,115218.975831504,4283.85711709571,55999745.5626022,120977.772371691,0
0.83,53259786.1214777,115124.985084631,4404.21362026585,55994248.96292,120954.172377081,0
0.84,52467012.2348704,113426.937834462,5257.5627323465,55988753.4421584,120930.581588312,0
0.85,50918341.4870613,110121.480283154,6994.5730751741,55983259,120907,0
0.86,52634168.4637688,113784.373065241,5205.75207998452,55961498.4193454,120859.324923001,0
0.87,53132104.0470092,114861.015372992,4355.29562560877,55939754.7487062,120811.68742889,0
0.88,53152052.9360091,114911.690356356,4396.47686319274,55918027.9683789,120764.087473243,0
0.89,52326652.9535777,113177.16775403,5241.51915539365,55896318.058691,120716.525011708,0
0.9,50754023.9627215,109842.28336152,6996.52794492878,55874625,120669,0
0.91,52504978.9606204,113556.588745171,5179.96279641689,55898279.0769974,120722.704224373,0
0.92,53153919.6936934,114925.446406088,4325.54865912818,55921953.1900067,120776.456272594,0
0.93,53208206.4480532,115019.783780526,4398.75596263531,55945647.3644956,120830.25620857,0
0.94,52491760.697575,113478.517892226,5233.09815460494,55969361.6259753,120884.104096326,0
0.95,50982765.7126163,110254.3722745,6993.44317126708,55993096,120938,0
0.96,52685160.8508148,113887.080396744,5174.24370029966,55991705.0618032,120939.399935176,0
0.97,53255312.7014846,115105.708168044,4322.25747796955,55990314.1927099,120940.799902763,0
0.98,53270885.8080846,115137.061647966,4404.27207376273,55988923.3927151,120942.199902762,0
0.99,52504620.2958274,113508.658256821,5255.38080376407,55987532.6618135,120943.599935174,0
1,50969852.850641,110244.427569005,7001.8853583807,55986142,120945,0
1.01,52700613.1174413,113904.699411651,5183.97346962743,56014911.1447356,120979.161360337,0
1.02,53295940.2205311,115144.545046512,4340.06918592966,56043709.8714063,121013.342024129,0
1.03,53320436.9537611,115155.44359031,4399.42366092739,56072538.2256623,121047.542007745,0
1.04,52554810.073225,113511.20496794,5225.82342381496,56101396.2532475,121081.761327567,0
1.05,51030326.659566,110255.407156289,6990.4264913366,56130284,121116,0
1.06,52732262.8679902,113868.238841824,5193.11942827272,56130870.5754795,121113.399776724,0
1.07,53345587.973068,115171.776560807,4333.43162090487,56131457.1632189,121110.799665093,0
1.08,53358262.9258317,115187.872397917,4420.33081781906,56132043.7632185,121108.1996651,0
1.09,52602198.4000816,113589.175684939,5262.01056093919,56132630.3754788,121105.599776738,0
1.1,51058354.1640982,110349.357730103,7037.57636068711,56133217,121103,0
1.11,52712776.6819678,113855.962234295,5246.37545418106,56111093.5774505,121089.193706949,0
1.12,53360518.536551,115255.452407978,4326.97502921646,56088987.5867543,121075.390561499,0
1.13,53295225.9729283,115126.676578179,4423.4754060474,56066899.0073165,121061.590562575,0
1.14,52490149.3731537,113454.033265026,5265.62781709819,56044827.8185751,121047.7937091,0
1.15,50933076.9640641,110183.805436676,7031.96783954605,56022774,121034,0
1.16,52641797.8328437,113785.031641216,5222.09477420455,56037065.4021652,121036.799740923,0
1.17,53316114.0818261,115194.245831081,4314.21991225097,56051364.0976606,121039.599611376,0
1.18,53298573.1470634,115133.988446463,4402.30869618075,56065670.0920704,121042.399611367,0
1.19,52523130.3518194,113478.970701346,5207.05404644971,56079983.390985,121045.199740905,0
1.2,50991974.1574863,110218.762610817,6984.56841511324,56094304,121048,0
1.21,52708449.9371992,113925.304071864,5495.45142589658,56110368.3767278,121077.171851891,0
1.22,53228755.485158,115101.986532036,4523.60551038079,56126441.9571753,121106.357767659,0
